Author(s) ID,Link
"55707444200;57205626676;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076603491&doi=10.1007%2fs12034-019-1985-z&partnerID=40&md5=f65c9b3013d359bfe9ddd999d8d70b3c"
"7004299552;57034118300;15074458400;7006777333;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064244159&doi=10.1016%2fj.triboint.2019.04.014&partnerID=40&md5=78335379f82c3318c307e93f1ae9a77f"
"55707444200;57205626676;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064195200&doi=10.1177%2f0892705719833119&partnerID=40&md5=8067d458f6aad1394d1bc4d08e8713f1"
"56220201400;8561607000;57193381097;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013422831&doi=10.1016%2fj.elstat.2017.01.023&partnerID=40&md5=0d78e3c890154a73ed4928ba7315bfd0"
"57034118300;57195563174;15074458400;7006777333;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028882037&doi=10.1109%2fTIA.2017.2650145&partnerID=40&md5=222d80d6361120316a60d1f601b0181b"
"15074458400;7006777333;56556939500;56556839000;56556722400;6506654142;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963813081&doi=10.1109%2fTIA.2015.2493065&partnerID=40&md5=2de79b6fc2b0a303c9be585165d46969"
"57034118300;39962306500;15074458400;7006777333;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957613113&doi=10.1109%2fIAS.2015.7356756&partnerID=40&md5=7cd4849d25581db7b244307a8613590c"
"55221124200;35280260200;56446009100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917708454&doi=10.1080%2f10402004.2014.950397&partnerID=40&md5=f84f2a6f5d222aeb0652824e0f42eb17"
"57206949249;53164091200;56076932200;57070451400;23467129000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922587246&doi=10.1016%2fj.triboint.2015.01.015&partnerID=40&md5=78999d4230bae3dcf75033fdf2c030cf"
"15074458400;7006777333;56556939500;56556839000;56556722400;6506654142;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925014168&doi=10.1109%2fIAS.2014.6978340&partnerID=40&md5=802d1934157b693c6ac65324e25fe71e"
"55568283800;7003794298;9276625300;6603478824;57195339889;7005174474;18037974700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872785731&doi=10.1021%2fef3016816&partnerID=40&md5=8ac44b7e89d8d9824cc08540dbb04899"
"56220201400;8561607000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875955419&doi=10.1088%2f1742-6596%2f418%2f1%2f012045&partnerID=40&md5=0baed40f56525b7ce9e7ebb26337c362"
"56220201400;8561607000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887076033&doi=10.1109%2fTDEI.2013.6633684&partnerID=40&md5=00494805376ecb71ef09ccad3f22a59b"
"35609444500;8561607000;56633102900;6603612702;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77549088673&doi=10.1016%2fj.triboint.2009.12.061&partnerID=40&md5=bc691f75eb1676d4affad1816c3b0e47"
"56220201400;8561607000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953682738&doi=10.1007%2fs11249-010-9588-2&partnerID=40&md5=6a91aa8e4ad8563bc2d931545301930f"
"35609444500;56633102900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64149132726&doi=10.1016%2fj.elstat.2008.12.015&partnerID=40&md5=dc09b138248f1f7013d8287920c31446"
"35609444500;8561607000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64149099645&doi=10.1016%2fj.elstat.2009.01.015&partnerID=40&md5=7f2d2c8671eb96e037ce964b9fa0de28"
"35609444500;8561607000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349093020&doi=10.1088%2f1742-6596%2f142%2f1%2f012058&partnerID=40&md5=4c9049e9cbe846c677919389284b0863"
"35609444500;8561607000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55849089185&doi=10.1109%2fICDL.2008.4622487&partnerID=40&md5=861de35a4f03b87b6f2a6aec45c5f8b3"
"35609444500;8561607000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747179500&doi=10.1016%2fj.triboint.2006.02.043&partnerID=40&md5=131c53b19b4378539263d0063f697157"
"35609444500;8561607000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21644436049&doi=10.1016%2fj.elstat.2005.03.059&partnerID=40&md5=e5bb4e073309450d3e828bd2c33360b6"
