Author(s) ID,Link
"6602091848;8564138900;56146557700;35482314600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080868526&doi=10.1016%2fj.physrep.2020.01.004&partnerID=40&md5=22dd513e4184a9425dee64620a3f5654"
"7006445519;55464602200;26639460100;7003373208;57216152927;57201135656;56120941700;56893348100;53985862400;26321180300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082648867&doi=10.1038%2fs41557-020-0427-2&partnerID=40&md5=25828fed5aba1ef311291ed6ff8fa653"
"57193688258;57210551864;57205686231;56962713700;14420231300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082806338&doi=10.1021%2facs.jpcc.0c00426&partnerID=40&md5=c415a8dfa16ee5277a156824fc04c661"
"56634205600;55108306600;7004195991;57204265219;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083079158&doi=10.1063%2f10.0000705&partnerID=40&md5=f52291fb6ea2ea5d11012d1396d7848f"
"56389198100;7004513937;57215057463;57125441900;57200713745;24565767800;57211705290;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079795982&doi=10.1103%2fPhysRevLett.124.057402&partnerID=40&md5=7237b1b971e2e0fb2bf27c484581b969"
"57216223722;55746139600;37091844500;50462682000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079332078&doi=10.1021%2facs.jpcc.9b11030&partnerID=40&md5=1deca8a74e734eddb27f711fb84a7f27"
"57190001151;22953275600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067556090&doi=10.1002%2fanie.201814439&partnerID=40&md5=d566a76a02b98891fb0f92f91200147c"
"6602725353;56663300400;55372171000;6601977407;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077945391&doi=10.1021%2facs.jpca.9b09426&partnerID=40&md5=ad8e8e8e6323ceb4ae972f4fed3e3dcf"
"18037349500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081968450&doi=10.1088%2f2053-1591%2fab76b7&partnerID=40&md5=cf4066f841fafb5d8898fbb09f64a077"
"56634205600;55108306600;7004195991;57204265219;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080074612&partnerID=40&md5=879b8bb71991112789c8b0322e595bd2"
"55650712000;8649265500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082775054&doi=10.1002%2fajoc.202000024&partnerID=40&md5=fc4baa29983e95e77026d860be4e0f4f"
"7006445519;7003373208;55464602200;53985862400;57211044087;26321180300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072392352&doi=10.1038%2fs41598-019-49690-0&partnerID=40&md5=c7885a6d8d8473b9b16939515a5539b5"
"14033938900;31168193700;9241164900;57204958256;57201151675;35308988400;55697858200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076906882&doi=10.3389%2ffphy.2019.00203&partnerID=40&md5=9d370c6aef46414f7d2b8534b3c1b791"
"56534060000;57203369651;7101610936;24565767800;55550589400;7202164040;57080308000;7006525285;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075510439&doi=10.1126%2fsciadv.aax8720&partnerID=40&md5=0a351119148a4605537f17b9d7c461f7"
"55658710300;55507011700;6602239180;57056348600;55609010400;55620195700;7501851918;7402986391;7202952374;7005212854;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073668329&doi=10.1002%2fchem.201902712&partnerID=40&md5=953b399b0fb8609ff6ab104fcf0ae0ff"
"57204587324;57193712640;36483648000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073645623&doi=10.1103%2fPhysRevB.100.035116&partnerID=40&md5=d81ce1fb290b03a929397f3f5fbf4f60"
"55108306600;57191831459;56994004400;7102411544;7004195991;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061747795&doi=10.1515%2fzkri-2018-2152&partnerID=40&md5=f213cfe40aab6903502cc57aefa818be"
"54684563100;57191375236;57210648790;57192806468;7005223423;7402700986;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065844809&doi=10.1021%2facs.cgd.9b00200&partnerID=40&md5=56345c88ab52ad4e8529b350f1a2d951"
"57206770263;35496932100;55894587800;24565767800;7005547068;7501465207;7004513937;57211705290;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069662573&doi=10.1103%2fPhysRevB.99.245104&partnerID=40&md5=4c463eaec11a8d0484b47d0e3290fd34"
"7005547068;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068107228&doi=10.3390%2fapp9122461&partnerID=40&md5=e9105f02276669960fc8a7aeb1b91da5"
"7102141517;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070378617&doi=10.14077%2fj.issn.1007-7812.2019.03.002&partnerID=40&md5=88ed68f30d51303e7130ff00b4593c90"
"7006445519;7003373208;7005206472;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066449793&doi=10.1016%2fj.crci.2019.05.002&partnerID=40&md5=3ef115d1f475b3bdee6f2c92f9e5bbc4"
"57154808500;12797900400;7202111399;7404880120;55582178000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066757375&doi=10.1021%2facs.jpca.9b00580&partnerID=40&md5=aabfb977bec9797101b1b60bd67486bc"
"57208925827;7007005305;55341358100;6603072985;7004651091;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066140971&doi=10.1021%2facs.jpca.9b02208&partnerID=40&md5=2d2267ad0587603178b558aa742c8f35"
"56663300400;6601977407;6602725353;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065826034&doi=10.1021%2facs.jpca.9b00595&partnerID=40&md5=25c8b8aee0c14a6c412a893da587eb3d"
"7801437273;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064078452&doi=10.3390%2fapp9071427&partnerID=40&md5=cb985176da89447d40d379bf3618da25"
"57203369651;18037349500;7101610936;7202164040;35322484400;7003801784;7006525285;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063270287&doi=10.1103%2fPhysRevB.99.125133&partnerID=40&md5=5fc5929badf4478d9cae55ea7e3e31b9"
"7006445519;26639460100;26321180300;53985862400;7102333760;57192397504;57205482250;57189303489;55236697600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060228256&doi=10.1021%2fjacs.8b12910&partnerID=40&md5=267ead1f21dbea5d1c7d3d50ba8a28c3"
"57190023392;55940519200;57190025466;57214094041;57195471889;7402353057;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060042166&doi=10.1021%2facs.langmuir.8b03820&partnerID=40&md5=925c544aab7c5653ec9eb0e063efe989"
"6507574530;55627796600;57208245622;7401845490;7201688112;6602118952;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064227610&doi=10.4028%2fwww.scientific.net%2fSSP.288.119&partnerID=40&md5=69c5cb2c4d252be4f3d4192f0d73e7f3"
"7003687656;7005206472;6701604156;6701536774;24468972700;56023994500;7006770082;8674284100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063260714&doi=10.1039%2fc8cp07074a&partnerID=40&md5=7e468c426b35ebc994d42eaab628b74e"
"7006665420;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076574590&doi=10.1107%2fS2052520619013246&partnerID=40&md5=486f250f9b10ea8fcbdc1ae2f578d102"
"57205476075;7005206472;55140770800;9241112900;6506978074;55711315500;6602361981;55464602200;7003373208;7006445519;7003687656;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062353979&doi=10.1002%2fejic.201801478&partnerID=40&md5=c732f96399252236dbe1deaef3cedc4f"
"57214974482;57189588522;8444891400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065991408&doi=10.1039%2fc9nj00823c&partnerID=40&md5=6c13f918f8efefb1fa5a43f830ed0a85"
"55427280700;56086897700;6701731382;7005695824;57195913520;35450753100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058050445&doi=10.1016%2fj.synthmet.2018.11.021&partnerID=40&md5=e0fa1a48b485474d396f409abbf404f5"
"57212328964;55489606200;57211427355;57211426464;55619316574;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073889087&doi=10.1039%2fc9tc00491b&partnerID=40&md5=c0668335f691f62e2eb2857b71f95aa1"
"7402448679;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068454607&doi=10.7566%2fJPSJ.88.072001&partnerID=40&md5=53f3b7e52bb6d3a9c8a0999a54c4a210"
"36941461300;7006629777;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058837281&doi=10.1039%2fc8ce01391h&partnerID=40&md5=09a9b0dbbf479d473435e6f7084eca20"
"57191648475;57215898722;7101739307;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061368423&doi=10.1039%2f9781788016193-00197&partnerID=40&md5=77292c981acb285050bba0e1d0e1a38a"
"7006629777;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056492760&doi=10.1039%2f9781788013086-00032&partnerID=40&md5=f91fdc5618e6bf735ddb6089ad4e6232"
"56151107900;56313263900;57189071834;54936097300;7203010461;57194608715;35735437300;7005995912;7006405532;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057301806&doi=10.1002%2fanie.201808827&partnerID=40&md5=9680a3011a413e29ea3296ee72d1af7b"
"57193502591;35264665900;57192200209;57188556603;55377204900;36184013900;57141047400;57199090893;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055650920&doi=10.1016%2fj.cjph.2018.10.011&partnerID=40&md5=6a5cb65eea1ad152d834015c57053f99"
"7003373208;26321180300;53985862400;57194025484;7201563595;7006445519;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040460253&doi=10.1038%2fs41598-017-18213-0&partnerID=40&md5=cba972eeb69a63c4caab0aa2c9ef528b"
"57203369651;57206648574;7101610936;7202164040;57080308000;24565767800;55550589400;7006525285;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057887460&doi=10.1126%2fsciadv.aau7725&partnerID=40&md5=58862d50e34ef9cfde3bcf91b490de9b"
"56456960600;57202730977;57196304552;56206046000;56166362500;56861551200;57203466128;56509454700;7402282372;36654232500;16202062500;8897500700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052642319&doi=10.1002%2fadfm.201803990&partnerID=40&md5=f4d787797ff3510f56e421bc412a6230"
"10439337000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054684292&doi=10.1107%2fS2052520618010399&partnerID=40&md5=8bfd39a8c8972c4becbfdfe804fb9aae"
"57200986361;57202000986;57203929510;13411225500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053796019&doi=10.1021%2facs.jpcc.8b06171&partnerID=40&md5=40898fb043a8732b01b70810cee3b133"
"57191855815;57191856491;57203524311;10939088900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048780174&doi=10.1002%2fchem.201705537&partnerID=40&md5=3f8e188fe7dfd05347709d5e7248e585"
"56534060000;57203369651;18037349500;55279594900;7101610936;24565767800;55550589400;7006525285;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051427997&doi=10.1103%2fPhysRevB.98.054103&partnerID=40&md5=130acab900cb8d45da29f7aac87ca0c5"
"57201431114;56365346200;6602281070;7004718810;8857395100;7006555525;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051414783&doi=10.1103%2fPhysRevB.98.035436&partnerID=40&md5=8f2543d8eafcee9ef36a36d6505c30bf"
"24565767800;55894587800;57125441900;55550589400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051423796&doi=10.1088%2f1361-6455%2faad023&partnerID=40&md5=72c89f0dd47c5271596682496f685d91"
"9334344000;56465555000;34770551500;7005890197;7005178586;6507922152;6701829407;55917368100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047462740&doi=10.1002%2fchem.201800672&partnerID=40&md5=8d1733e9331a8b21a33e74e0c15ed566"
"7102805041;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053914310&doi=10.1007%2fs11172-018-2162-z&partnerID=40&md5=2b016cdfb94ff64f9e12988bc9c123b8"
"7102141517;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044957316&doi=10.1016%2fj.dt.2017.11.009&partnerID=40&md5=e5db126ef13182558917431c3fe5b7a8"
"56232556300;7101701652;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047729907&doi=10.1103%2fPhysRevB.97.184106&partnerID=40&md5=4945a58d132c14c9be79d0f2b0d16b7b"
"57190223875;6602217019;9334413200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044442540&doi=10.1007%2fs10765-018-2376-1&partnerID=40&md5=d051a7722a3aa4d0b17d076d54f090ed"
"56770727000;56586009900;55900488200;55915754600;55698995200;56624450300;7006716080;6602623585;7404620831;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053516882&doi=10.1021%2facsaem.7b00214&partnerID=40&md5=8705563b0b2a6c87b858b02a4b4a3eb0"
"55863791800;7004752143;7202205669;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041487021&doi=10.1063%2f1.5004151&partnerID=40&md5=2a80e20426da8f5f90d5edaf401b9611"
"57200691806;37261144000;57200687542;7801578939;57202637419;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042186245&doi=10.1063%2f1.5018731&partnerID=40&md5=c2b7402409b0d36efa2f3efe50262289"
"56669845600;9241112900;57200365140;7003687656;9635701200;26653639500;7004670917;57200370603;36790451300;55464602200;7003373208;7006445519;7005206472;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040999895&doi=10.1002%2fejic.201700657&partnerID=40&md5=a5dcab426c31de57c6800e2b3fa620e7"
"57200367380;6603385294;14018918900;6507666244;7801425508;57195695327;7004275438;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040989635&doi=10.1002%2fejic.201701098&partnerID=40&md5=9d3f539abf64e5e0a06fd6f54ef87f35"
"16044199900;55706386700;54409056300;57191419684;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045686779&doi=10.11943%2fj.issn.1006-9941.2018.01.005&partnerID=40&md5=817de38af5d8c68b994425be19476532"
"55303036100;7004146169;16175156800;6603329807;57200174516;56508721000;36985105700;7403598373;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040068727&doi=10.1021%2facs.inorgchem.7b02566&partnerID=40&md5=2d2adc0b460cb45b380f0b8816597fc4"
"7006451850;57125822600;56401090300;23666732900;24448739600;55578778500;36453661000;8355061400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049802608&doi=10.1117%2f12.2318052&partnerID=40&md5=02bf2576e6e67782132b7ee45b974c33"
"57191831459;55740715800;56994004400;7004195991;55108306600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054138701&doi=10.1016%2fj.micromeso.2018.09.033&partnerID=40&md5=70bcee28a2ec5ef99bad01653187ca7f"
"57200445253;7201508747;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064491846&doi=10.1002%2fcmr.a.21472&partnerID=40&md5=3a403d7e3cfdee8072ea89e79de2102c"
"7005277456;36096646200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051544046&doi=10.1039%2f9781788012874-00267&partnerID=40&md5=d0613dc303205824e7c2b1c137bfb1cf"
"57205077482;57209077789;56198238800;57202212526;55955849800;35464852200;7003899753;11138764600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058466037&doi=10.1039%2fc8sc03740j&partnerID=40&md5=260306809d5b34a72ff22e3344bab9fb"
"36570787900;14523049600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060567212&doi=10.1002%2f9781119046233.ch10&partnerID=40&md5=d2e91e4b9ebc6727445f7fae4e275570"
