Authors,Link
"Lamch Ł., Ronka S., Warszyński P., Wilk K.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083105804&doi=10.1016%2fj.molliq.2020.112990&partnerID=40&md5=810651286c173070e7e1aae37c8a6859"
"Arroo R.R.J., Sari S., Barut B., Özel A., Ruparelia K.C., Şöhretoğlu D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078666781&doi=10.1002%2fpca.2897&partnerID=40&md5=51d85780c28c66801ae9e355fa5ceb73"
"Keiderling T.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083725742&doi=10.1021%2facs.chemrev.9b00636&partnerID=40&md5=f14246c3939f59975ef66a9f39b152d0"
"Drzeżdżon J., Malinowski J., Chmurzyński L., Jacewicz D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078992744&doi=10.1016%2fj.poly.2020.114409&partnerID=40&md5=8282435a8192c235eaf1d5b4bb70185b"
"Schilling P.E., Kontaxis G., Dragosits M., Schiestl R.H., Becker C.F.W., Maier I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082557732&doi=10.1039%2fd0ra01128b&partnerID=40&md5=62b1a064930b53b7ec274ed36d0b9046"
"Ma L., Wang H., Wang J., Liu L., Zhang S., Bu M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081239358&doi=10.3390%2fmolecules25051209&partnerID=40&md5=d43818089c8fa736c2e48516309aca86"
"Zhao Y., Wang N., Wu H., Zhou Y., Huang C., Luo J., Zeng Z., Kong L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073296061&doi=10.1016%2fj.jare.2019.10.003&partnerID=40&md5=586c5f63c8bb6897944ef5062c6e525f"
"Joaquin D., Lee M.A., Kastner D.W., Singh J., Morrill S.T., Damstedt G., Castle S.L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075683502&doi=10.1021%2facs.joc.9b02747&partnerID=40&md5=ee9bd613840ae4239bb2bacf4544e3cd"
"Zahra Z., Choo D.H., Lee H., Parveen A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079667706&doi=10.3390%2fenvironments7020013&partnerID=40&md5=f7abd49c74845d47738c7ab665d8920e"
"Carcelli M., Rogolino D., Bartoli J., Pala N., Compari C., Ronda N., Bacciottini F., Incerti M., Fisicaro E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071398742&doi=10.1016%2fj.foodchem.2019.125310&partnerID=40&md5=505c8a4ace81bcce0d640f3f4f0abeed"
"Drzeżdżon J., Malinowski J., Sikorski A., Gawdzik B., Rybiński P., Chmurzyński L., Jacewicz D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074464574&doi=10.1016%2fj.poly.2019.114168&partnerID=40&md5=12c636552f81bb0feb701d4a7c096d09"
"Hałdys K., Goldeman W., Jewgiński M., Wolińska E., Anger-Góra N., Rossowska J., Latajka R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075950625&doi=10.1016%2fj.bioorg.2019.103419&partnerID=40&md5=acdd1d5168819166b7d94401897865c4"
