Author(s) ID,Link
"6603052808;57214267332;55341162400;56428272200;7005596428;57214271832;56415090500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078564911&doi=10.1016%2fj.conbuildmat.2019.117902&partnerID=40&md5=f57dd2e4d18ea9e4f9be39b44f52c3ff"
"57192544623;36667259000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072042235&doi=10.1080%2f00218464.2019.1663412&partnerID=40&md5=df03115afb3b665d798f7e5d5284f487"
"57199397042;51161187600;16834426900;7202959020;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081234821&doi=10.3389%2ffeart.2020.00034&partnerID=40&md5=3a95499ba8bfa41a1de88fdb9ab8f2d2"
"36667259000;56966708400;8210183800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081907415&doi=10.3390%2fma13040948&partnerID=40&md5=f3be69c548fa400db4778654ef834558"
"57192544623;36667259000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075345419&doi=10.1016%2fj.compstruct.2019.111636&partnerID=40&md5=c5799ef8f83f1c8d4af009db865f7aa5"
"57212478656;57207614817;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076726033&doi=10.1016%2fj.cherd.2019.11.025&partnerID=40&md5=e260ff4c7a311d2411946ec5b3b3b296"
"57070298100;7003767315;24825770600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082240822&doi=10.1088%2f1361-665X%2fab6fe5&partnerID=40&md5=1b07bf8e29bcc5841fb8c493faebc0fc"
"25929498300;57202972772;6508106082;57202971269;55211608900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081650387&doi=10.15199%2f48.2020.03.37&partnerID=40&md5=711f55d968db1cd3171c169012a1b5a4"
"57202971269;57205971676;25929498300;55211608900;57202972772;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079420162&doi=10.15199%2f48.2020.01.41&partnerID=40&md5=38656e111473f059fca031c0965463b0"
"57205481310;36667259000;57192544623;57191985751;57205267849;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079055846&doi=10.3390%2fcoatings10010083&partnerID=40&md5=9aab2069387e94d861887d2244e668a2"
"55729059600;57216416260;57194244964;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083435321&doi=10.1177%2f1045389X20914391&partnerID=40&md5=6ff27ccebc56866597b61ca7033c48f4"
"57192544623;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083989716&doi=10.1007%2f978-981-15-2957-3_10&partnerID=40&md5=60b0f3d4a4f0d8aee8fd0397fb5d9c74"
"56880270500;14522681300;36987460900;8840993800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060848215&doi=10.1038%2fs41377-019-0130-5&partnerID=40&md5=e142ba0983669e07ddf0b1550b763372"
"7004421107;9249895300;57113105400;36008324000;57203942262;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053868344&doi=10.1080%2f09349847.2018.1522404&partnerID=40&md5=6242ff6687da7fdba837a63d9be09c6e"
"57203148090;7202481084;57194262060;55661758400;57209691910;36933874800;57209688648;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068434989&doi=10.1016%2fj.measurement.2019.06.053&partnerID=40&md5=ca3c8d4cea573f064ad81b066fa4804f"
"57192544623;36667259000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074870593&doi=10.3390%2fma12213465&partnerID=40&md5=1f8c0662d4a5502165fdecd35ee4062f"
"55537848300;22952718500;35085274400;23389819500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072261230&doi=10.1049%2fcje.2019.03.024&partnerID=40&md5=311247c8f210ed83702fd3072babafa1"
"57069536300;57207249151;57202014101;55581361400;7006171152;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057885900&doi=10.1016%2fj.partic.2018.05.009&partnerID=40&md5=b7ae3311949c53d5d185b9fbad0086f9"
"14042846700;57192115813;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070675148&doi=10.3390%2fma12162519&partnerID=40&md5=e9c1dc9613e43e533eddb61e63245235"
"57201296570;26643424800;7006457568;15049710600;7006309194;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062234816&doi=10.1016%2fj.ultras.2019.02.010&partnerID=40&md5=00b75c13521e97e4316a7cccab3e901f"
"12139542600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068864037&doi=10.3390%2fma12132162&partnerID=40&md5=5f3e7f35cfcc2c0e14acca3fb56d385f"
"56566822400;57209565571;57209420070;57209422099;56061958900;56563574600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068146115&doi=10.21037%2fgs.2019.05.01&partnerID=40&md5=7af3b5df5a81105cc3a2713897696d17"
"57202972772;25929498300;55211608900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070833959&doi=10.23919%2fPTZE.2019.8781705&partnerID=40&md5=74d0c5c3068851ce3ee8a563f94e7903"
"57202971269;25929498300;57205971676;57202972772;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070795995&doi=10.23919%2fPTZE.2019.8781687&partnerID=40&md5=52c0b73ebbbbbf056d4373a905394042"
"57211156919;35235699400;35721802600;7403578877;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072836585&doi=10.1109%2fI2MTC.2019.8827120&partnerID=40&md5=fb620ebc21920e9444180670b07dc33c"
