Authors,Link
"Chulkov V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084110462&doi=10.1051%2fe3sconf%2f202015702025&partnerID=40&md5=66b38e1de2a8d19d1bbe6a5abe6ab06b"
"Oleinik P., Yurgaytis A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082433784&doi=10.1088%2f1757-899X%2f753%2f3%2f032077&partnerID=40&md5=23626f6c6ae1ee206c4109032f0808ce"
"Kostrzewa-Demczuk P., Rogalska M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082044245&doi=10.3390%2fsym12030413&partnerID=40&md5=ea3ab1ebcdb12df59e2fd18193e4fd3a"
"Torabi Yeganeh F., Zegordi S.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073939409&doi=10.1007%2fs10479-019-03375-z&partnerID=40&md5=e06bb51bea6193df89abfd221d2ef795"
"Yaseen Z.M., Ali Z.H., Salih S.Q., Al-Ansari N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081277221&doi=10.3390%2fsu12041514&partnerID=40&md5=39b697a875e349d186b9e092967a6609"
"Bożejko W., Idzikowski R., Wodecki M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065892041&doi=10.1007%2f978-3-030-19501-4_8&partnerID=40&md5=b4f19a5662da9a321d3a7e221efdcc97"
"Manivannan M.S., Kavitha R., Srikanth R., Narayanan V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084186123&doi=10.1007%2f978-981-15-2780-7_73&partnerID=40&md5=cfc74618fd38daa7bd3a1530d6d323a0"
"Fedorczak-Cisak M., Kotowicz A., Radziszewska-Zielina E., Sroka B., Tatara T., Barnaś K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082834346&doi=10.3390%2fen13071541&partnerID=40&md5=e4bea0e8255a8162a4648e4a99692b4d"
"González-Neira E.M., Urrego-Torres A.M., Cruz-Riveros A.M., Henao-García C., Montoya-Torres J.R., Molina-Sánchez L.P., Jiménez J.-F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071632364&doi=10.1016%2fj.cie.2019.106026&partnerID=40&md5=dd0a2949eda41fa0b34e96cd5ff26674"
"Anysz H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072986860&doi=10.1088%2f1757-899X%2f603%2f3%2f032004&partnerID=40&md5=a1df3944d5377f9878e130bb4b5b4761"
"Kochurina E., Topchiy D., Matyukhina M., Zelentsov A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070891560&doi=10.1051%2fe3sconf%2f201911001082&partnerID=40&md5=8bc8e04b96bba5f9110ced85e76cace3"
"Topchiy D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070860620&doi=10.1051%2fe3sconf%2f201911002158&partnerID=40&md5=f1953dd9bf33b341fce20784c3922b55"
"Pakhomova L., Zhadanovskii B., Chernyshov A., Iumasheva A., Pankova E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070927692&doi=10.1051%2fe3sconf%2f201911001084&partnerID=40&md5=ecdbb4f8ef77001ac2128f4c90f8f217"
"Mukhambetgaliev A., Sinenko S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070870158&doi=10.1051%2fe3sconf%2f201911001085&partnerID=40&md5=06769e5497c5cce93972c8b5515eabc0"
"Bożejko W., Burduk A., Pempera J., Wodecki M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071120618&doi=10.1016%2fj.acme.2019.07.002&partnerID=40&md5=bc01e65faf5074e0b142083df8fbfb3e"
"Luiz O.R., Souza F.B., Luiz J.V.R., Jugend D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053245991&doi=10.1108%2fIJMPB-03-2018-0061&partnerID=40&md5=4439e0e8249528afdee6dd7cf00b5ab1"
"Topchy D., Yurgaytis A., Manakhova A., Mustafina K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067299764&doi=10.1051%2fe3sconf%2f20199706039&partnerID=40&md5=0d3ceb8c4f5a2bf9be5eaad23c2d8563"
"Yuan F., Xu X., Yin M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064544230&doi=10.1177%2f1687814019843699&partnerID=40&md5=8c2c24db94c245abdc4f152cb904ffa9"
"Nasirian A., Arashpour M., Abbasi B., Akbarnezhad A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060807289&doi=10.1061%2f%28ASCE%29CO.1943-7862.0001627&partnerID=40&md5=66e8bd47be12033cb9e88633d0c33771"
"Ungureanu L.C., Hartmann T., Serbanoiu I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063625060&doi=10.1108%2fECAM-05-2017-0088&partnerID=40&md5=582948fda71a12a140942a8c4e4f278a"
